customer_id,first_name,last_name,gender,birth_date,signup_date,city,country,income_level
370,Cheryl,Benson,F,1991-08-07,2022-08-23,Houston,USA,medium
371,Derek,Jones,F,2007-03-19,2022-08-08,Los Angeles,USA,high
372,Wendy,Cochran,M,1963-06-09,2024-02-21,Los Angeles,USA,low
373,Elizabeth,Mckinney,M,2005-07-26,2024-12-16,New York,USA,medium
374,Kevin,Moore,F,1983-06-08,2022-11-14,New York,USA,low
375,Grant,Ward,M,1991-11-22,2024-02-06,New York,USA,medium
376,Laura,Young,M,1966-03-03,2024-12-14,Phoenix,USA,high
377,Ashley,Mcdonald,M,1980-06-20,2023-01-31,Houston,USA,medium
378,Nicole,Jones,M,2006-05-21,2022-05-23,Chicago,USA,low
379,Timothy,Jenkins,M,1975-05-22,2024-02-25,Phoenix,USA,low
380,David,Stewart,M,1975-12-26,2023-09-22,Houston,USA,high
381,Zachary,Anderson,M,1958-03-20,2023-05-26,Houston,USA,medium
382,Briana,Saunders,M,1998-03-23,2023-08-27,New York,USA,low
383,Miranda,Guerra,F,1961-02-14,2023-07-05,Chicago,USA,medium
384,Fernando,Donovan,M,1981-09-29,2022-11-30,Phoenix,USA,medium
385,April,Campbell,F,1966-03-27,2024-11-03,Chicago,USA,low
386,Stephanie,Hill,F,1958-06-19,2022-08-03,Los Angeles,USA,low
387,Clarence,Davidson,M,1987-05-31,2023-11-04,Phoenix,USA,medium
388,George,Weber,F,1985-08-26,2023-09-28,Phoenix,USA,high
389,Sandra,Williams,F,2002-02-02,2023-01-05,Phoenix,USA,medium
390,Stacy,Wise,F,2000-01-25,2022-03-30,Los Angeles,USA,high
391,Ashley,Montgomery,F,1968-04-24,2022-08-19,Los Angeles,USA,low
392,Amy,May,F,1955-11-22,2024-08-31,Houston,USA,medium
393,Lindsay,Sullivan,M,1970-04-18,2022-09-26,Phoenix,USA,medium
394,Eric,Perry,M,1978-04-28,2024-01-25,Chicago,USA,medium
395,Douglas,Hensley,F,1978-11-25,2023-01-08,Houston,USA,medium
396,Michael,Ross,F,1971-03-18,2024-12-17,New York,USA,medium
397,Daniel,Allen,M,1994-08-07,2023-07-18,Phoenix,USA,low
398,Donald,Williams,F,1960-10-11,2023-05-08,Los Angeles,USA,medium
399,Robert,Estes,M,2004-05-22,2024-08-04,Phoenix,USA,high
400,Sarah,Griffith,M,2002-02-08,2024-06-09,Phoenix,USA,high
401,Wendy,Owens,M,1964-05-06,2022-06-24,Phoenix,USA,medium
402,Christopher,Long,M,2000-11-16,2023-06-29,New York,USA,high
403,Brandy,Williams,F,1978-07-09,2022-09-21,Los Angeles,USA,medium
404,Megan,Chambers,F,1969-03-13,2023-10-17,Los Angeles,USA,medium
405,Daniel,Anderson,M,1969-06-06,2022-01-09,Phoenix,USA,medium
406,Richard,Williams,F,1968-04-20,2023-02-05,Los Angeles,USA,medium
407,Michael,Roberts,F,1956-12-30,2023-09-08,Phoenix,USA,medium
408,Andrea,Bryan,M,1974-10-05,2023-05-09,Houston,USA,low
409,David,Davis,F,1987-04-26,2023-11-01,Phoenix,USA,low
410,Angela,Diaz,M,1974-01-24,2024-12-16,New York,USA,medium
411,Richard,Williams,F,1961-12-06,2023-10-22,Houston,USA,low
412,Linda,Stone,F,1956-05-07,2024-02-21,Los Angeles,USA,medium
413,Donald,Velazquez,F,1962-03-07,2024-09-04,Houston,USA,medium
414,Christina,Kirby,M,1971-03-03,2023-03-07,New York,USA,medium
415,William,Burns,F,1985-10-02,2023-07-10,New York,USA,low
416,Allen,Rivera,M,1984-02-14,2023-06-05,Los Angeles,USA,high
417,Kyle,Roach,F,1960-02-04,2023-04-02,Houston,USA,medium
418,Candice,Baker,F,2000-07-04,2023-11-21,Los Angeles,USA,low
419,Beth,Perez,M,1989-01-11,2024-11-30,Chicago,USA,low
420,Alexandria,Griffith,M,1957-01-03,2023-06-11,Houston,USA,medium
421,Lorraine,Allen,M,1995-05-04,2023-02-21,Los Angeles,USA,low
422,James,Alexander,M,1984-08-18,2024-02-07,Phoenix,USA,medium
423,James,Shaw,M,1976-06-24,2023-03-29,New York,USA,medium
424,Melinda,Luna,F,1986-09-10,2023-06-01,New York,USA,low
425,Ann,Bolton,F,1991-09-10,2023-07-22,Phoenix,USA,medium
426,Sue,Stevens,M,1979-08-22,2023-02-17,Chicago,USA,high
427,Erica,Dillon,M,1982-07-17,2023-08-22,Chicago,USA,low
428,Joseph,Washington,F,1990-05-13,2024-05-29,Phoenix,USA,medium
429,Kenneth,David,F,2005-01-09,2022-11-02,Phoenix,USA,medium
430,Janet,Vaughn,M,2006-05-06,2024-04-24,Los Angeles,USA,low
431,Ann,Michael,F,1980-03-15,2023-06-10,Los Angeles,USA,high
432,Ashley,Daniels,F,1992-07-13,2022-11-12,Houston,USA,high
433,Michael,Mejia,F,2001-10-05,2023-03-09,Phoenix,USA,medium
434,Stephanie,Miller,M,1962-01-18,2022-02-16,Chicago,USA,low
435,Julie,Lewis,M,2003-04-04,2023-12-20,Chicago,USA,low
436,Anna,Nelson,M,1998-03-02,2022-10-24,Chicago,USA,medium
437,John,Williams,M,1960-01-28,2024-03-22,Los Angeles,USA,high
438,Jesse,Garcia,F,2002-04-05,2022-09-05,Los Angeles,USA,high
439,Erin,Taylor,M,1971-10-16,2023-06-02,New York,USA,low
440,Eric,Delgado,M,2005-05-28,2024-12-06,Houston,USA,high
441,Debra,Avila,F,2000-12-16,2023-06-05,Los Angeles,USA,medium
442,Brian,Mack,F,1969-07-05,2022-11-09,Houston,USA,medium
443,Joanne,Jefferson,F,1988-11-09,2022-09-12,Chicago,USA,medium
444,Robert,Monroe,F,1956-04-06,2024-10-06,New York,USA,high
445,Mary,French,F,2003-10-13,2022-02-09,Los Angeles,USA,medium
446,Monica,Roberts,M,1964-02-28,2024-03-31,Phoenix,USA,high
447,Carrie,Hebert,F,1956-04-09,2022-11-23,Chicago,USA,medium
448,Danielle,Warren,M,1972-01-16,2023-05-13,Los Angeles,USA,low
449,William,Nelson,F,2001-06-01,2022-05-27,Phoenix,USA,high
450,Jessica,Wong,F,1997-02-25,2022-12-29,Chicago,USA,medium
451,Matthew,Phillips,F,1992-05-15,2022-01-16,Houston,USA,low
452,Cheryl,Fowler,F,1990-01-11,2022-07-31,Los Angeles,USA,medium
453,Mark,Morales,M,1975-10-11,2023-04-14,Phoenix,USA,high
454,Thomas,Boyle,M,1959-05-05,2024-12-10,New York,USA,high
455,Sean,Adams,M,1954-08-25,2023-02-25,Houston,USA,low
456,Ashley,Green,F,1971-10-03,2023-09-30,Los Angeles,USA,low
457,Elizabeth,Marshall,F,1973-05-05,2022-09-16,New York,USA,medium
458,Sandra,Barron,F,1962-10-01,2024-01-22,New York,USA,low
459,Danielle,Shepard,F,1995-02-01,2024-01-26,New York,USA,medium
460,Susan,Mendoza,F,1973-10-06,2022-08-30,New York,USA,medium
461,Nathaniel,Miles,M,1978-05-26,2024-12-18,New York,USA,high
462,Laurie,Petersen,F,2002-08-30,2024-04-09,Los Angeles,USA,medium
463,Caitlin,Cobb,M,1994-08-31,2024-01-15,Chicago,USA,medium
464,Michael,Stark,M,1982-02-19,2023-08-02,Houston,USA,medium
465,Rebecca,Harris,M,1960-03-26,2024-06-26,Chicago,USA,medium
466,Melissa,Ramos,F,1982-09-23,2022-06-30,New York,USA,medium
467,Tracy,Nolan,M,1990-05-05,2024-02-25,New York,USA,medium
468,David,Perry,F,1977-11-23,2022-03-02,Houston,USA,high
469,Emily,Parker,M,1984-03-04,2023-09-04,Phoenix,USA,high
470,Aaron,Robinson,M,1955-06-10,2022-10-06,Phoenix,USA,medium
471,Isabella,Weaver,M,1958-02-26,2023-04-09,Chicago,USA,high
472,Valerie,Kennedy,M,1957-06-24,2024-09-06,Chicago,USA,low
473,Derek,May,F,1969-07-02,2022-07-17,Houston,USA,high
474,Nicholas,Vance,F,1992-12-08,2024-11-21,Phoenix,USA,low
475,Nicholas,Miller,M,1978-01-21,2024-10-01,Houston,USA,medium
476,Dean,Dalton,F,2005-05-20,2024-08-15,Phoenix,USA,medium
477,Phillip,Anderson,M,1960-07-28,2024-12-23,New York,USA,medium
478,Katelyn,Good,F,2006-02-27,2024-07-03,Phoenix,USA,medium
479,Roger,Gray,F,1978-10-28,2024-02-27,New York,USA,medium
480,Eric,Lopez,F,1966-06-16,2023-05-20,Los Angeles,USA,medium
481,Antonio,Keller,F,2000-09-02,2024-04-18,Los Angeles,USA,medium
482,Pamela,Allen,M,1986-11-16,2024-10-22,Phoenix,USA,low
483,Sean,Powers,F,1957-11-07,2023-10-13,New York,USA,low
484,Bradley,Gonzales,M,2000-07-06,2022-09-25,Houston,USA,medium
485,Kimberly,Taylor,F,1982-11-22,2024-04-06,New York,USA,high
486,Sabrina,Johnston,M,2006-12-09,2022-09-14,Chicago,USA,low
487,Loretta,Young,F,1984-11-21,2024-04-25,Houston,USA,medium
488,Adriana,Gutierrez,M,2000-09-22,2024-12-15,New York,USA,low
489,Brittany,Moss,F,1968-11-13,2023-09-02,Houston,USA,low
490,Angela,Williams,M,1963-07-27,2024-01-14,New York,USA,medium
491,Patrick,Warren,F,1972-07-16,2023-12-06,Houston,USA,low
492,Kevin,White,M,1991-03-11,2023-03-24,Chicago,USA,medium
493,Jeremiah,Mathews,F,1982-10-18,2022-09-21,Houston,USA,low
494,Brian,Gutierrez,M,1961-12-08,2023-05-23,New York,USA,medium
495,Paul,Scott,F,1976-05-11,2023-08-04,Phoenix,USA,medium
496,Shannon,Watson,F,1971-10-16,2022-03-28,Los Angeles,USA,medium
497,Brett,Bennett,F,1982-09-03,2024-06-27,Phoenix,USA,medium
498,Charles,Ballard,M,1986-05-07,2022-02-13,Chicago,USA,medium
499,Jay,Clark,M,1985-06-05,2024-01-06,Chicago,USA,medium
500,Regina,Lewis,F,2002-05-11,2022-11-28,Chicago,USA,low
501,Julie,Webster,F,1964-05-10,2024-03-22,Chicago,USA,medium
502,Jane,Sanders,F,2002-10-01,2024-02-01,Chicago,USA,medium
503,Justin,Owens,M,1966-12-20,2022-12-19,New York,USA,high
504,Michael,Andrade,F,1988-08-31,2022-12-04,Phoenix,USA,low
505,Jennifer,Gill,M,1978-12-25,2024-05-29,Houston,USA,medium
506,Lawrence,Williams,F,1971-04-05,2022-08-11,Houston,USA,low
507,Allen,Tran,F,2000-01-30,2024-03-22,Chicago,USA,medium
508,Kenneth,Gonzalez,F,1985-03-28,2024-02-28,New York,USA,medium
509,John,Pierce,F,1966-06-23,2023-09-16,Phoenix,USA,medium
510,Kathryn,Burns,M,2004-04-15,2023-01-05,Chicago,USA,medium
511,Steven,Oconnor,F,1992-08-19,2024-03-20,Los Angeles,USA,medium
512,Amy,White,F,1972-12-13,2022-06-03,Phoenix,USA,low
513,Susan,Warren,M,2001-06-03,2024-12-20,Houston,USA,low
514,Lisa,Williams,M,1998-10-03,2022-03-23,Los Angeles,USA,medium
515,Crystal,Jones,M,1954-08-16,2022-05-31,Chicago,USA,medium
516,Stephen,Brown,F,1962-04-16,2022-08-28,New York,USA,medium
517,Roberta,Hopkins,M,1988-02-01,2024-10-19,New York,USA,low
518,Robert,Smith,M,1955-02-13,2023-08-06,Chicago,USA,medium
519,Justin,Shaw,F,1992-07-24,2023-08-10,Chicago,USA,medium
520,Sheila,White,M,1991-04-10,2023-04-17,Chicago,USA,low
521,John,Harvey,M,2002-12-10,2023-07-29,New York,USA,high
522,Laura,Miller,M,1967-08-31,2023-01-24,Los Angeles,USA,medium
523,John,Terry,F,2005-02-16,2023-05-18,Phoenix,USA,medium
524,Christopher,Frey,M,1970-03-08,2024-06-25,Houston,USA,medium
525,Richard,Bennett,M,1988-09-23,2022-02-04,Houston,USA,low
526,Jacqueline,Miller,M,1979-07-07,2023-11-29,Phoenix,USA,medium
527,Mark,Madden,M,1999-02-01,2023-12-08,Los Angeles,USA,low
528,Samantha,Hall,F,2005-11-24,2024-09-06,Phoenix,USA,low
529,Ashley,Nelson,F,2002-01-19,2024-01-29,Houston,USA,low
530,Juan,Daniels,F,2003-04-07,2024-01-20,Phoenix,USA,medium
531,Melissa,Smith,F,1989-03-01,2022-07-16,Chicago,USA,medium
532,Lori,Nicholson,M,1965-04-07,2022-06-07,Chicago,USA,high
533,Anne,Knight,F,2003-07-08,2022-11-24,Chicago,USA,low
534,Amber,Reyes,M,1999-04-22,2024-01-12,Los Angeles,USA,medium
535,Hannah,Miller,F,1993-06-28,2024-05-15,Houston,USA,medium
536,Connor,Hall,M,1993-10-17,2023-01-14,Los Angeles,USA,medium
537,Christina,Larson,M,1958-04-25,2023-10-25,Houston,USA,low
538,Cynthia,Bowers,F,2005-08-21,2022-12-24,Houston,USA,medium
539,Angela,Bennett,F,1978-03-01,2022-09-07,Houston,USA,low
540,Norman,Barton,F,1964-02-17,2023-10-04,Houston,USA,medium
541,Charles,Adams,M,1969-12-09,2022-09-27,Houston,USA,low
542,Eric,Price,M,1974-06-05,2024-05-08,Chicago,USA,low
543,Sherry,Wallace,F,1973-05-27,2022-04-11,Los Angeles,USA,medium
544,Christopher,Jordan,F,1994-08-21,2022-04-22,Phoenix,USA,low
545,Dakota,Davis,F,1983-10-22,2023-07-16,Houston,USA,medium
546,Kristen,Shields,M,1983-08-29,2023-10-16,Los Angeles,USA,low
547,Kimberly,Hardy,M,1954-12-09,2023-03-30,Chicago,USA,medium
548,John,Meyer,M,1983-12-10,2024-12-23,New York,USA,medium
549,Joseph,Adams,F,1990-08-10,2022-07-05,Phoenix,USA,medium
550,Joshua,Evans,M,1962-01-08,2022-07-03,Phoenix,USA,low
551,Sheryl,Le,F,1995-10-07,2023-01-31,New York,USA,medium
552,Stephen,Taylor,F,1980-07-24,2023-11-07,Chicago,USA,high
553,Meagan,James,M,1954-08-24,2023-03-10,Phoenix,USA,low
554,Ryan,Colon,F,1999-12-25,2023-04-28,Houston,USA,high
555,Kevin,Morrison,F,1988-10-15,2023-10-13,Los Angeles,USA,low
556,Gregory,Sanders,F,1991-02-19,2023-06-09,Houston,USA,medium
557,Cynthia,Faulkner,M,1971-03-14,2024-03-15,Houston,USA,medium
558,Juan,Hartman,F,1995-09-24,2022-12-23,Phoenix,USA,medium
559,James,Osborn,M,1973-08-18,2024-10-17,Houston,USA,medium
560,Anthony,Acosta,F,1963-10-28,2024-04-20,Houston,USA,medium
561,Lauren,Guerra,F,2004-04-06,2022-08-18,Phoenix,USA,medium
562,Laura,Chambers,F,1957-12-13,2024-07-17,Houston,USA,low
563,Johnny,Moore,F,1961-08-30,2022-11-28,Phoenix,USA,medium
564,Shane,Harper,F,1976-09-16,2023-02-17,New York,USA,low
565,Sandra,Kane,M,1985-02-22,2023-08-09,New York,USA,high
566,Tanya,Miles,F,1976-06-15,2022-02-10,Houston,USA,low
567,Robin,Rodriguez,F,1997-05-03,2023-10-13,Los Angeles,USA,high
568,Gabriel,Salazar,F,1967-06-11,2023-12-29,Chicago,USA,low
569,Deborah,Rasmussen,M,1984-02-19,2023-12-08,New York,USA,medium
570,Daniel,Garcia,M,1971-11-11,2024-05-21,Houston,USA,medium
571,Angela,Watts,M,1966-01-19,2024-03-28,New York,USA,medium
572,Steven,Frazier,M,1965-12-31,2023-02-14,Houston,USA,low
573,Whitney,Webb,F,1990-11-17,2022-06-15,New York,USA,low
574,Christopher,Guerra,F,1969-12-10,2024-10-04,Houston,USA,medium
575,Matthew,Mueller,M,1992-12-25,2023-01-17,Los Angeles,USA,medium
576,Connor,Bowen,F,1981-11-26,2023-01-17,Chicago,USA,medium
577,Bradley,Page,M,1978-04-07,2022-03-15,Houston,USA,medium
578,Daniel,Marsh,M,1955-06-26,2023-01-11,New York,USA,medium
579,Zachary,Arnold,M,2003-07-28,2024-03-21,Houston,USA,medium
580,Steven,Salinas,F,1971-10-30,2023-04-12,Houston,USA,medium
581,Diane,Foster,M,1987-08-30,2022-07-24,New York,USA,high
582,Shannon,Jordan,F,1993-05-14,2024-08-24,Phoenix,USA,medium
583,Joshua,Padilla,M,1954-07-10,2022-08-24,Chicago,USA,medium
584,Lauren,Herrera,F,1996-06-22,2023-09-25,New York,USA,low
585,Daniel,Lambert,M,1973-09-03,2022-08-04,Chicago,USA,low
586,Lawrence,Price,M,1980-03-24,2024-11-23,Chicago,USA,medium
587,Michael,Ellis,F,1975-02-02,2022-05-06,Houston,USA,low
588,Lauren,Sellers,M,1963-06-06,2024-01-08,Phoenix,USA,high
589,Lawrence,Allen,F,1985-07-25,2024-01-06,Chicago,USA,low
590,Donald,Price,F,1960-06-25,2023-02-13,Phoenix,USA,medium
591,Rodney,Tucker,M,1985-11-23,2023-09-22,New York,USA,medium
592,Sarah,Thompson,M,1982-10-07,2024-10-03,Los Angeles,USA,low
593,Jacob,Wilkinson,F,1963-02-17,2022-11-13,Phoenix,USA,low
594,Stephanie,Washington,M,1987-02-11,2024-08-05,Houston,USA,low
595,Anna,Delgado,M,1964-08-17,2023-02-25,New York,USA,medium
596,Jennifer,Wallace,M,1975-12-21,2023-06-23,Phoenix,USA,medium
597,Laura,Walker,M,1963-02-24,2023-09-12,Houston,USA,medium
598,Keith,Norman,F,1956-01-07,2022-09-04,Los Angeles,USA,low
599,Tyler,Dixon,M,1984-04-06,2024-04-25,Houston,USA,medium
600,Amy,Ritter,M,1984-08-21,2022-10-21,Los Angeles,USA,low
601,Kathleen,Alexander,F,1983-01-05,2024-04-08,Los Angeles,USA,medium
602,Jill,Valdez,F,1965-11-13,2023-04-11,Los Angeles,USA,medium
603,Antonio,Baker,F,1967-05-28,2024-08-15,New York,USA,medium
604,Michelle,Wilson,M,1999-12-25,2022-04-06,Phoenix,USA,low
605,Joan,Norris,M,1997-04-25,2022-08-18,Houston,USA,medium
606,Ronnie,Jensen,M,1999-12-03,2023-10-31,Phoenix,USA,low
607,Linda,Hudson,M,1995-11-19,2024-06-09,New York,USA,high
608,Gary,Werner,M,1982-06-30,2023-10-16,Phoenix,USA,low
609,Stephanie,Robertson,F,1969-10-17,2023-09-20,New York,USA,medium
610,Derek,Brady,M,2001-12-29,2024-06-11,Los Angeles,USA,high
611,Joshua,Rios,F,1976-02-06,2022-03-06,Los Angeles,USA,medium
612,Dustin,Morris,F,1991-06-18,2022-05-26,Chicago,USA,high
613,Philip,Thomas,M,1967-05-29,2024-07-12,Phoenix,USA,medium
614,Nicholas,Jones,M,1987-10-21,2023-11-19,Los Angeles,USA,high
615,Richard,Brady,F,1996-05-25,2024-04-21,New York,USA,high
616,Shawn,Freeman,F,1991-02-08,2024-08-18,Chicago,USA,low
617,Melanie,Davis,F,1985-02-16,2024-08-09,Chicago,USA,low
618,Heidi,Horn,F,2005-10-22,2023-11-27,Houston,USA,medium
619,Tammy,Summers,M,1996-06-15,2023-03-12,Phoenix,USA,medium
620,Justin,Kelley,M,1980-07-03,2022-12-20,New York,USA,high
621,Kristina,Shannon,M,1961-03-17,2024-07-22,Phoenix,USA,medium
622,Connie,Copeland,F,1994-09-07,2022-02-20,New York,USA,medium
623,Eric,Bryant,M,1955-02-24,2024-10-14,New York,USA,low
624,Wendy,Blankenship,M,2006-11-08,2023-04-14,Houston,USA,high
625,Nancy,Mcdowell,M,2001-01-14,2022-11-27,New York,USA,low
626,Christopher,Beck,M,1959-03-26,2023-01-30,Chicago,USA,medium
627,Connie,Barber,F,1988-09-04,2022-02-26,Phoenix,USA,low
628,Christopher,Davis,F,1994-04-24,2023-04-16,Phoenix,USA,medium
629,Brittney,Stone,F,1965-08-06,2022-03-27,Los Angeles,USA,low
630,Matthew,Martinez,F,1977-11-15,2022-01-09,Chicago,USA,medium
631,Tim,Perez,M,1999-11-19,2024-01-30,New York,USA,high
632,Dakota,Richardson,F,1959-01-08,2024-06-01,Los Angeles,USA,low
633,Lisa,Baxter,F,1970-02-22,2023-02-24,Chicago,USA,medium
634,Casey,Elliott,F,1988-04-15,2024-01-12,Houston,USA,medium
635,Michael,Lewis,F,1986-08-19,2022-06-29,New York,USA,low
636,Christina,Ramos,F,1993-12-10,2024-10-04,Los Angeles,USA,high
637,Donald,Martinez,F,1965-10-19,2024-09-08,New York,USA,medium
638,Ruben,Moody,F,1992-12-22,2023-01-20,Phoenix,USA,low
639,John,Burke,F,1967-06-02,2023-12-07,Los Angeles,USA,low
640,Shelly,Johnson,M,1992-07-04,2022-11-08,Phoenix,USA,medium
641,Jamie,Lawson,M,1999-03-07,2024-08-17,Houston,USA,low
642,Debbie,Bowers,M,1964-04-13,2023-03-05,New York,USA,low
643,Paul,Allen,F,1996-05-09,2022-09-20,Los Angeles,USA,high
644,Pamela,Smith,M,1988-02-07,2022-03-19,Phoenix,USA,medium
645,Paul,Combs,F,1973-06-04,2022-12-13,New York,USA,low
646,Gerald,Ruiz,F,1976-08-04,2023-08-22,New York,USA,high
647,Brenda,Smith,M,2006-08-13,2022-03-21,New York,USA,high
648,Stacy,Sanders,F,1965-09-20,2024-10-07,Phoenix,USA,medium
649,Katie,Henderson,F,1969-06-20,2024-02-20,New York,USA,medium
650,Amanda,Hernandez,M,1975-08-10,2023-12-03,Chicago,USA,low
651,Samantha,Mccann,M,1958-09-19,2022-03-28,Chicago,USA,medium
652,Brenda,Hines,M,1962-07-09,2022-12-24,Phoenix,USA,medium
653,Kyle,Kim,F,1988-09-22,2023-12-06,Houston,USA,medium
654,John,Middleton,M,2004-10-25,2022-09-19,New York,USA,low
655,Brian,Wade,M,1960-06-07,2023-11-02,Los Angeles,USA,medium
656,Alexander,Taylor,F,1989-02-28,2022-07-12,Houston,USA,medium
657,Michael,Holmes,F,1954-11-20,2023-06-28,Phoenix,USA,medium
658,Nathan,Brady,M,1997-11-17,2022-10-11,Houston,USA,low
659,David,Yoder,F,2000-07-30,2024-03-13,Phoenix,USA,low
660,Alexandria,Baker,M,1972-01-16,2023-04-16,Houston,USA,medium
661,Tyler,Dixon,M,2005-12-18,2023-11-19,New York,USA,low
662,Garrett,Moore,M,1957-03-23,2024-07-29,Phoenix,USA,high
663,Emily,Wilson,F,1995-04-10,2024-09-06,Phoenix,USA,high
664,Michele,Smith,F,1993-07-19,2022-01-03,Los Angeles,USA,low
665,Samantha,White,F,1956-09-21,2023-02-03,Phoenix,USA,low
666,Linda,Klein,F,2005-03-08,2022-02-08,Phoenix,USA,high
667,John,Moon,M,1989-01-14,2022-09-03,Los Angeles,USA,medium
668,Ashley,Wilson,M,1971-03-30,2024-06-23,Los Angeles,USA,medium
669,Jeffrey,Black,M,1989-12-21,2022-02-27,New York,USA,medium
670,Natalie,Cline,F,1956-09-20,2023-03-16,Chicago,USA,medium
671,Christopher,Bryant,M,1995-04-13,2022-12-07,New York,USA,low
672,Kristen,Stevenson,M,1973-11-02,2022-11-16,Phoenix,USA,high
673,Teresa,Cuevas,F,1967-02-21,2023-02-08,Houston,USA,medium
674,Amy,Flynn,M,1995-05-29,2024-03-13,Chicago,USA,low
675,Andrew,Weaver,M,1962-04-07,2024-10-17,Houston,USA,medium
676,Alec,Rogers,M,1987-12-28,2024-01-30,Los Angeles,USA,medium
677,Joann,Parker,F,1994-07-05,2023-02-17,Chicago,USA,medium
678,Robert,Woodward,F,1965-02-28,2024-12-12,Los Angeles,USA,medium
679,Joshua,Williams,M,2005-10-30,2022-06-05,Los Angeles,USA,medium
680,Robert,Huang,M,1966-07-21,2024-07-14,Houston,USA,low
681,Beverly,Wagner,M,1978-08-01,2024-03-29,Chicago,USA,high
682,Brittany,Brown,F,1988-01-22,2023-03-08,Chicago,USA,medium
683,Kelly,Rosales,F,1989-05-24,2022-05-24,Los Angeles,USA,medium
684,Marie,Nguyen,M,2003-05-14,2023-03-07,New York,USA,medium
685,Sherry,Taylor,M,1978-04-13,2022-09-13,Houston,USA,medium
686,Daniel,Cole,F,1995-02-07,2022-04-30,Houston,USA,high
687,Michael,Townsend,M,1970-12-06,2022-05-13,New York,USA,high
688,Melissa,Davis,M,1978-03-28,2023-05-23,Houston,USA,low
689,Janet,Morrison,M,1997-02-01,2022-11-30,New York,USA,medium
690,Eddie,Dawson,F,1965-09-06,2024-07-26,Chicago,USA,low
691,Brandon,Evans,M,2005-08-11,2023-03-10,New York,USA,medium
692,Stephanie,Bond,F,1997-10-01,2022-07-10,Phoenix,USA,high
693,Cody,Garcia,M,1983-10-02,2023-08-26,Houston,USA,high
694,Bryan,Norman,F,1996-05-10,2022-05-13,Los Angeles,USA,low
695,Richard,Parks,F,1966-01-25,2022-08-05,Los Angeles,USA,medium
696,Brenda,Lowery,M,2003-12-23,2022-04-03,Chicago,USA,low
697,James,Brewer,F,1958-04-05,2024-12-27,Phoenix,USA,medium
698,Melanie,Lamb,F,1997-03-06,2022-04-11,New York,USA,medium
699,Brent,Glass,F,1960-10-11,2024-10-28,Chicago,USA,high
700,Tyler,Reyes,M,1977-03-30,2024-03-04,New York,USA,low
701,Rebekah,Hill,M,1976-11-24,2023-01-23,New York,USA,medium
702,Christina,Jensen,F,1977-12-03,2022-06-12,Houston,USA,medium
703,Nicole,Mendoza,F,1988-08-04,2023-07-01,Phoenix,USA,medium
704,Robert,Day,M,1958-12-08,2023-02-24,Chicago,USA,low
705,Virginia,Stephens,M,1996-07-15,2022-09-30,Houston,USA,medium
706,Jennifer,Castillo,M,1955-04-28,2023-02-23,Phoenix,USA,low
707,Ariel,Morris,F,1995-09-14,2023-01-12,Chicago,USA,high
708,Carla,Johnson,F,1968-08-14,2022-01-29,Phoenix,USA,low
709,Lindsey,Ruiz,F,1997-04-02,2022-11-04,Phoenix,USA,medium
710,Jesse,Moore,F,1973-03-25,2023-10-02,Houston,USA,low
711,Amanda,Moody,M,1967-06-04,2022-09-22,Phoenix,USA,medium
712,Stacie,Johnston,M,1993-05-08,2024-04-16,Houston,USA,low
713,Savannah,Frey,F,2006-05-14,2023-03-02,Los Angeles,USA,low
714,Louis,Rojas,M,1963-06-29,2022-09-17,Houston,USA,low
715,Jade,Bell,M,1973-04-20,2023-10-10,Chicago,USA,high
716,Stacy,Copeland,F,1984-05-15,2022-06-05,Houston,USA,medium
717,Amber,Thompson,M,1997-03-27,2024-11-28,Phoenix,USA,medium
718,Carolyn,Smith,M,1956-04-18,2022-03-03,New York,USA,medium
719,Christina,Drake,M,1979-08-14,2022-12-30,New York,USA,medium
720,Leah,Oneill,F,1972-05-06,2022-07-14,Phoenix,USA,high
721,Janet,Thomas,F,1957-06-10,2022-06-11,Houston,USA,medium
722,Michael,Jones,M,1960-03-01,2023-07-31,Los Angeles,USA,low
723,Brenda,Rogers,F,1991-08-17,2023-12-27,New York,USA,medium
724,Jessica,Kim,F,1971-05-20,2024-12-04,New York,USA,medium
725,Logan,Mann,F,1988-03-01,2023-06-18,New York,USA,medium
726,Christina,Kelly,M,1984-01-26,2024-09-01,Chicago,USA,high
727,Nicholas,Gross,F,1989-07-23,2024-06-10,Los Angeles,USA,medium
728,Aaron,Miles,M,1969-11-23,2022-07-14,Chicago,USA,medium
729,Kelli,Bradley,F,1984-08-23,2024-07-20,Houston,USA,low
730,Lisa,Carr,M,1963-12-08,2022-12-15,Phoenix,USA,high
731,Tyler,Rivera,F,1988-03-09,2022-04-25,New York,USA,medium
732,Luis,Fields,M,1958-05-30,2023-01-15,Phoenix,USA,high
733,Elizabeth,Daniel,M,2005-04-30,2024-06-18,Los Angeles,USA,high
734,Jason,Steele,M,1972-01-30,2022-01-13,Los Angeles,USA,low
735,Jennifer,Williams,F,1972-11-10,2024-05-11,Los Angeles,USA,low
736,Gabriel,Gutierrez,M,1977-07-06,2023-04-05,New York,USA,medium
737,Nicholas,Poole,M,2001-01-07,2023-01-20,Houston,USA,medium
738,Katherine,Perez,F,1996-02-02,2023-09-25,Phoenix,USA,medium
739,Arthur,Smith,M,1978-03-16,2024-05-25,Chicago,USA,medium
740,Matthew,Barron,M,1968-02-15,2022-04-25,New York,USA,medium
